,event_id,load_id,trip_id,event_type,facility_id,scheduled_datetime,actual_datetime,detention_minutes,on_time_flag,location_city,location_state
115176,EVT00115177,LOAD00057589,TRIP00057589,Pickup,FAC00006,2026-01-11 12:00:00.000000,2026-01-11 10:52:00.730742,21.0,True,Charlotte,NC
115177,EVT00115178,LOAD00057589,TRIP00057589,Delivery,FAC00038,2026-01-13 05:22:00.730742,2026-01-13 07:29:51.658600,127.0,False,Portland,OR
115178,EVT00115179,LOAD00057590,TRIP00057590,Pickup,FAC00004,2026-01-11 13:00:00.000000,2026-01-11 15:35:47.485473,33.0,False,Columbus,OH
115179,EVT00115180,LOAD00057590,TRIP00057590,Delivery,FAC00018,2026-01-13 11:53:47.485473,2026-01-13 14:44:11.099635,139.0,False,Los Angeles,CA
115180,EVT00115181,LOAD00057591,TRIP00057591,Pickup,FAC00016,2026-01-11 15:00:00.000000,2026-01-11 16:53:23.133428,31.0,True,Denver,CO
115181,EVT00115182,LOAD00057591,TRIP00057591,Delivery,FAC00026,2026-01-12 03:47:23.133428,2026-01-12 05:47:09.810003,113.0,True,Kansas City,MO
115182,EVT00115183,LOAD00057592,TRIP00057592,Pickup,FAC00011,2026-01-11 17:00:00.000000,2026-01-11 15:07:36.333548,101.0,True,Kansas City,MO
115183,EVT00115184,LOAD00057592,TRIP00057592,Delivery,FAC00033,2026-01-12 15:49:36.333548,2026-01-12 19:34:53.750984,157.0,False,Miami,FL
115184,EVT00115185,LOAD00057593,TRIP00057593,Pickup,FAC00034,2026-01-11 07:00:00.000000,2026-01-11 10:41:09.454819,0.0,False,Philadelphia,PA
115185,EVT00115186,LOAD00057593,TRIP00057593,Delivery,FAC00031,2026-01-11 23:47:09.454819,2026-01-11 21:31:01.349452,155.0,False,Indianapolis,IN
115186,EVT00115187,LOAD00057594,TRIP00057594,Pickup,FAC00037,2026-01-11 15:00:00.000000,2026-01-11 13:16:52.342678,41.0,True,Detroit,MI
115187,EVT00115188,LOAD00057594,TRIP00057594,Delivery,FAC00009,2026-01-12 11:40:52.342678,2026-01-12 10:51:57.970070,209.0,True,Houston,TX
115188,EVT00115189,LOAD00057595,TRIP00057595,Pickup,FAC00027,2026-01-11 11:00:00.000000,2026-01-11 12:33:03.105020,35.0,True,Chicago,IL
115189,EVT00115190,LOAD00057595,TRIP00057595,Delivery,FAC00040,2026-01-13 02:21:03.105020,2026-01-13 01:19:59.198760,74.0,True,Los Angeles,CA
115190,EVT00115191,LOAD00057596,TRIP00057596,Pickup,FAC00011,2026-01-11 13:00:00.000000,2026-01-11 14:23:21.612468,138.0,True,Columbus,OH
115191,EVT00115192,LOAD00057596,TRIP00057596,Delivery,FAC00038,2026-01-13 10:59:21.612468,2026-01-13 14:04:31.703585,228.0,False,Portland,OR
115192,EVT00115193,LOAD00057597,TRIP00057597,Pickup,FAC00038,2026-01-11 12:00:00.000000,2026-01-11 14:03:38.995511,0.0,False,Columbus,OH
115193,EVT00115194,LOAD00057597,TRIP00057597,Delivery,FAC00016,2026-01-12 01:33:38.995511,2026-01-12 06:25:50.612810,39.0,False,Kansas City,MO
115194,EVT00115195,LOAD00057598,TRIP00057598,Pickup,FAC00033,2026-01-11 17:00:00.000000,2026-01-11 20:04:44.170183,150.0,False,Charlotte,NC
115195,EVT00115196,LOAD00057598,TRIP00057598,Delivery,FAC00023,2026-01-13 15:52:44.170183,2026-01-13 17:24:35.779974,24.0,True,Seattle,WA
115196,EVT00115197,LOAD00057599,TRIP00057599,Pickup,FAC00048,2026-01-12 08:00:00.000000,2026-01-12 08:24:35.930200,94.0,True,Seattle,WA
115197,EVT00115198,LOAD00057599,TRIP00057599,Delivery,FAC00017,2026-01-14 11:18:35.930200,2026-01-14 11:19:20.423725,213.0,True,Charlotte,NC
115198,EVT00115199,LOAD00057600,TRIP00057600,Pickup,FAC00013,2026-01-12 14:00:00.000000,2026-01-12 12:23:50.918526,45.0,True,Miami,FL
115199,EVT00115200,LOAD00057600,TRIP00057600,Delivery,FAC00035,2026-01-14 18:59:50.918526,2026-01-14 17:31:16.058408,174.0,True,Seattle,WA
115200,EVT00115201,LOAD00057601,TRIP00057601,Pickup,FAC00017,2026-01-12 15:00:00.000000,2026-01-12 17:32:16.923657,162.0,False,Chicago,IL
115201,EVT00115202,LOAD00057601,TRIP00057601,Delivery,FAC00002,2026-01-14 06:20:16.923657,2026-01-14 09:55:21.925814,165.0,False,Los Angeles,CA
115202,EVT00115203,LOAD00057602,TRIP00057602,Pickup,FAC00030,2026-01-12 17:00:00.000000,2026-01-12 17:09:46.774053,0.0,True,Miami,FL
115203,EVT00115204,LOAD00057602,TRIP00057602,Delivery,FAC00018,2026-01-13 14:21:46.774053,2026-01-13 16:39:03.597249,224.0,False,Philadelphia,PA
115204,EVT00115205,LOAD00057603,TRIP00057603,Pickup,FAC00032,2026-01-12 12:00:00.000000,2026-01-12 14:18:55.655775,67.0,False,Miami,FL
115205,EVT00115206,LOAD00057603,TRIP00057603,Delivery,FAC00034,2026-01-13 10:54:55.655775,2026-01-13 14:00:01.290847,102.0,False,Dallas,TX
115206,EVT00115207,LOAD00057604,TRIP00057604,Pickup,FAC00015,2026-01-12 16:00:00.000000,2026-01-12 16:20:43.993228,137.0,True,Charlotte,NC
115207,EVT00115208,LOAD00057604,TRIP00057604,Delivery,FAC00043,2026-01-14 15:50:43.993228,2026-01-14 13:30:56.693868,87.0,False,Seattle,WA
115208,EVT00115209,LOAD00057605,TRIP00057605,Pickup,FAC00011,2026-01-12 06:00:00.000000,2026-01-12 09:45:32.304606,82.0,False,Columbus,OH
115209,EVT00115210,LOAD00057605,TRIP00057605,Delivery,FAC00047,2026-01-14 02:03:32.304606,2026-01-14 07:31:13.797841,156.0,False,Portland,OR
115210,EVT00115211,LOAD00057606,TRIP00057606,Pickup,FAC00022,2026-01-12 11:00:00.000000,2026-01-12 14:00:25.778320,109.0,False,Las Vegas,NV
115211,EVT00115212,LOAD00057606,TRIP00057606,Delivery,FAC00033,2026-01-13 10:24:25.778320,2026-01-13 07:46:01.825158,57.0,False,Dallas,TX
115212,EVT00115213,LOAD00057607,TRIP00057607,Pickup,FAC00048,2026-01-12 17:00:00.000000,2026-01-12 15:02:16.931329,109.0,True,Philadelphia,PA
115213,EVT00115214,LOAD00057607,TRIP00057607,Delivery,FAC00043,2026-01-13 13:50:16.931329,2026-01-13 19:19:59.177672,88.0,False,Minneapolis,MN
115214,EVT00115215,LOAD00057608,TRIP00057608,Pickup,FAC00045,2026-01-12 06:00:00.000000,2026-01-12 08:21:47.514905,29.0,False,Las Vegas,NV
115215,EVT00115216,LOAD00057608,TRIP00057608,Delivery,FAC00012,2026-01-12 13:09:47.514905,2026-01-12 14:39:34.902710,115.0,True,Los Angeles,CA
115216,EVT00115217,LOAD00057609,TRIP00057609,Pickup,FAC00011,2026-01-12 15:00:00.000000,2026-01-12 15:07:12.580051,114.0,True,Columbus,OH
115217,EVT00115218,LOAD00057609,TRIP00057609,Delivery,FAC00042,2026-01-14 08:43:12.580051,2026-01-14 09:04:53.459030,108.0,True,Portland,OR
115218,EVT00115219,LOAD00057610,TRIP00057610,Pickup,FAC00028,2026-01-12 06:00:00.000000,2026-01-12 05:00:27.142420,124.0,True,Kansas City,MO
115219,EVT00115220,LOAD00057610,TRIP00057610,Delivery,FAC00049,2026-01-12 22:30:27.142420,2026-01-13 03:07:28.519067,180.0,False,Charlotte,NC
115220,EVT00115221,LOAD00057611,TRIP00057611,Pickup,FAC00029,2026-01-12 11:00:00.000000,2026-01-12 10:11:24.264251,113.0,True,Philadelphia,PA
115221,EVT00115222,LOAD00057611,TRIP00057611,Delivery,FAC00033,2026-01-13 06:35:24.264251,2026-01-13 07:16:24.972032,115.0,True,Minneapolis,MN
115222,EVT00115223,LOAD00057612,TRIP00057612,Pickup,FAC00007,2026-01-12 12:00:00.000000,2026-01-12 11:48:43.288968,105.0,True,Minneapolis,MN
115223,EVT00115224,LOAD00057612,TRIP00057612,Delivery,FAC00017,2026-01-13 12:24:43.288968,2026-01-13 11:31:09.730154,92.0,True,Houston,TX
115224,EVT00115225,LOAD00057613,TRIP00057613,Pickup,FAC00009,2026-01-12 12:00:00.000000,2026-01-12 11:31:25.942552,155.0,True,Kansas City,MO
115225,EVT00115226,LOAD00057613,TRIP00057613,Delivery,FAC00030,2026-01-13 20:13:25.942552,2026-01-14 01:03:46.094767,55.0,False,Portland,OR
115226,EVT00115227,LOAD00057614,TRIP00057614,Pickup,FAC00041,2026-01-12 11:00:00.000000,2026-01-12 14:34:51.356403,106.0,False,Denver,CO
115227,EVT00115228,LOAD00057614,TRIP00057614,Delivery,FAC00006,2026-01-13 04:04:51.356403,2026-01-13 02:04:19.064272,147.0,False,Kansas City,MO
115228,EVT00115229,LOAD00057615,TRIP00057615,Pickup,FAC00009,2026-01-12 16:00:00.000000,2026-01-12 19:34:35.636145,133.0,False,Kansas City,MO
115229,EVT00115230,LOAD00057615,TRIP00057615,Delivery,FAC00007,2026-01-13 04:16:35.636145,2026-01-13 05:49:41.760818,174.0,True,Indianapolis,IN
115230,EVT00115231,LOAD00057616,TRIP00057616,Pickup,FAC00017,2026-01-12 12:00:00.000000,2026-01-12 11:41:53.009960,4.0,True,Columbus,OH
115231,EVT00115232,LOAD00057616,TRIP00057616,Delivery,FAC00050,2026-01-13 02:35:53.009960,2026-01-13 04:21:46.573839,221.0,True,Minneapolis,MN
115232,EVT00115233,LOAD00057617,TRIP00057617,Pickup,FAC00046,2026-01-12 08:00:00.000000,2026-01-12 06:43:42.729578,152.0,True,Miami,FL
115233,EVT00115234,LOAD00057617,TRIP00057617,Delivery,FAC00046,2026-01-14 14:01:42.729578,2026-01-14 18:41:47.302553,21.0,False,Seattle,WA
115234,EVT00115235,LOAD00057618,TRIP00057618,Pickup,FAC00034,2026-01-12 09:00:00.000000,2026-01-12 11:25:17.423844,66.0,False,Portland,OR
115235,EVT00115236,LOAD00057618,TRIP00057618,Delivery,FAC00046,2026-01-14 03:55:17.423844,2026-01-14 05:35:57.749957,0.0,True,Detroit,MI
115236,EVT00115237,LOAD00057619,TRIP00057619,Pickup,FAC00016,2026-01-12 13:00:00.000000,2026-01-12 13:14:18.639032,155.0,True,Kansas City,MO
115237,EVT00115238,LOAD00057619,TRIP00057619,Delivery,FAC00037,2026-01-13 02:26:18.639032,2026-01-13 02:08:12.211703,194.0,True,Atlanta,GA
115238,EVT00115239,LOAD00057620,TRIP00057620,Pickup,FAC00016,2026-01-12 12:00:00.000000,2026-01-12 15:39:05.285418,99.0,False,Philadelphia,PA
115239,EVT00115240,LOAD00057620,TRIP00057620,Delivery,FAC00011,2026-01-14 15:15:05.285418,2026-01-14 16:03:17.151992,67.0,True,Seattle,WA
115240,EVT00115241,LOAD00057621,TRIP00057621,Pickup,FAC00046,2026-01-12 15:00:00.000000,2026-01-12 18:31:59.701020,4.0,False,Denver,CO
115241,EVT00115242,LOAD00057621,TRIP00057621,Delivery,FAC00047,2026-01-13 07:01:59.701020,2026-01-13 12:57:43.977555,0.0,False,Kansas City,MO
115242,EVT00115243,LOAD00057622,TRIP00057622,Pickup,FAC00013,2026-01-12 09:00:00.000000,2026-01-12 09:12:15.602966,95.0,True,Charlotte,NC
115243,EVT00115244,LOAD00057622,TRIP00057622,Delivery,FAC00024,2026-01-14 12:54:15.602966,2026-01-14 18:34:32.895052,151.0,False,Seattle,WA
115244,EVT00115245,LOAD00057623,TRIP00057623,Pickup,FAC00042,2026-01-12 07:00:00.000000,2026-01-12 06:58:17.296907,31.0,True,Denver,CO
115245,EVT00115246,LOAD00057623,TRIP00057623,Delivery,FAC00042,2026-01-12 19:04:17.296907,2026-01-12 19:38:28.219014,0.0,True,Kansas City,MO
115246,EVT00115247,LOAD00057624,TRIP00057624,Pickup,FAC00004,2026-01-12 09:00:00.000000,2026-01-12 12:35:15.511288,179.0,False,Denver,CO
115247,EVT00115248,LOAD00057624,TRIP00057624,Delivery,FAC00003,2026-01-12 22:53:15.511288,2026-01-13 00:11:03.836335,138.0,True,Kansas City,MO
115248,EVT00115249,LOAD00057625,TRIP00057625,Pickup,FAC00002,2026-01-12 06:00:00.000000,2026-01-12 05:15:48.683169,0.0,True,Chicago,IL
115249,EVT00115250,LOAD00057625,TRIP00057625,Delivery,FAC00019,2026-01-13 10:39:48.683169,2026-01-13 13:31:04.824362,38.0,False,Las Vegas,NV
115250,EVT00115251,LOAD00057626,TRIP00057626,Pickup,FAC00003,2026-01-12 07:00:00.000000,2026-01-12 09:28:46.350428,143.0,False,Kansas City,MO
115251,EVT00115252,LOAD00057626,TRIP00057626,Delivery,FAC00035,2026-01-12 22:52:46.350428,2026-01-12 20:25:41.850574,96.0,False,Atlanta,GA
115252,EVT00115253,LOAD00057627,TRIP00057627,Pickup,FAC00035,2026-01-12 06:00:00.000000,2026-01-12 04:50:16.089910,145.0,True,Kansas City,MO
115253,EVT00115254,LOAD00057627,TRIP00057627,Delivery,FAC00034,2026-01-13 14:02:16.089910,2026-01-13 14:55:02.089708,130.0,True,Portland,OR
115254,EVT00115255,LOAD00057628,TRIP00057628,Pickup,FAC00037,2026-01-12 13:00:00.000000,2026-01-12 16:11:58.719111,85.0,False,Minneapolis,MN
115255,EVT00115256,LOAD00057628,TRIP00057628,Delivery,FAC00038,2026-01-13 09:23:58.719111,2026-01-13 09:44:25.528889,168.0,True,Atlanta,GA
115256,EVT00115257,LOAD00057629,TRIP00057629,Pickup,FAC00008,2026-01-12 11:00:00.000000,2026-01-12 14:23:22.633265,90.0,False,Atlanta,GA
115257,EVT00115258,LOAD00057629,TRIP00057629,Delivery,FAC00035,2026-01-13 01:53:22.633265,2026-01-12 23:08:18.951004,18.0,False,Miami,FL
115258,EVT00115259,LOAD00057630,TRIP00057630,Pickup,FAC00035,2026-01-12 12:00:00.000000,2026-01-12 15:26:51.652891,178.0,False,Atlanta,GA
115259,EVT00115260,LOAD00057630,TRIP00057630,Delivery,FAC00026,2026-01-13 04:38:51.652891,2026-01-13 02:48:09.025723,112.0,True,Chicago,IL
115260,EVT00115261,LOAD00057631,TRIP00057631,Pickup,FAC00046,2026-01-12 17:00:00.000000,2026-01-12 19:37:12.075046,105.0,False,Seattle,WA
115261,EVT00115262,LOAD00057631,TRIP00057631,Delivery,FAC00022,2026-01-14 15:01:12.075046,2026-01-14 18:55:48.560282,214.0,False,Houston,TX
115262,EVT00115263,LOAD00057632,TRIP00057632,Pickup,FAC00039,2026-01-12 12:00:00.000000,2026-01-12 11:56:43.152032,168.0,True,Portland,OR
115263,EVT00115264,LOAD00057632,TRIP00057632,Delivery,FAC00049,2026-01-13 23:32:43.152032,2026-01-13 21:55:15.865909,107.0,True,Detroit,MI
115264,EVT00115265,LOAD00057633,TRIP00057633,Pickup,FAC00002,2026-01-12 07:00:00.000000,2026-01-12 05:52:42.537752,125.0,True,Chicago,IL
115265,EVT00115266,LOAD00057633,TRIP00057633,Delivery,FAC00050,2026-01-13 15:16:42.537752,2026-01-13 13:09:41.764004,144.0,False,Las Vegas,NV
115266,EVT00115267,LOAD00057634,TRIP00057634,Pickup,FAC00022,2026-01-12 13:00:00.000000,2026-01-12 12:13:11.793656,60.0,True,Columbus,OH
115267,EVT00115268,LOAD00057634,TRIP00057634,Delivery,FAC00017,2026-01-12 22:01:11.793656,2026-01-12 20:56:20.164077,52.0,True,Philadelphia,PA
115268,EVT00115269,LOAD00057635,TRIP00057635,Pickup,FAC00022,2026-01-12 18:00:00.000000,2026-01-12 17:18:29.767206,93.0,True,Las Vegas,NV
115269,EVT00115270,LOAD00057635,TRIP00057635,Delivery,FAC00017,2026-01-14 20:42:29.767206,2026-01-14 23:58:35.494504,0.0,False,New York,NY
115270,EVT00115271,LOAD00057636,TRIP00057636,Pickup,FAC00012,2026-01-12 16:00:00.000000,2026-01-12 14:23:15.586117,9.0,True,Dallas,TX
115271,EVT00115272,LOAD00057636,TRIP00057636,Delivery,FAC00006,2026-01-13 21:17:15.586117,2026-01-14 02:49:33.723893,175.0,False,New York,NY
115272,EVT00115273,LOAD00057637,TRIP00057637,Pickup,FAC00020,2026-01-12 18:00:00.000000,2026-01-12 17:47:36.214221,51.0,True,Kansas City,MO
115273,EVT00115274,LOAD00057637,TRIP00057637,Delivery,FAC00020,2026-01-13 08:17:36.214221,2026-01-13 09:03:47.140474,39.0,True,Atlanta,GA
115274,EVT00115275,LOAD00057638,TRIP00057638,Pickup,FAC00040,2026-01-12 08:00:00.000000,2026-01-12 06:03:20.363739,22.0,True,Philadelphia,PA
115275,EVT00115276,LOAD00057638,TRIP00057638,Delivery,FAC00042,2026-01-12 07:39:20.363739,2026-01-12 12:02:20.122958,59.0,False,New York,NY
115276,EVT00115277,LOAD00057639,TRIP00057639,Pickup,FAC00037,2026-01-12 18:00:00.000000,2026-01-12 16:41:03.377142,75.0,True,Seattle,WA
115277,EVT00115278,LOAD00057639,TRIP00057639,Delivery,FAC00029,2026-01-14 04:59:03.377142,2026-01-14 09:54:17.474399,0.0,False,Indianapolis,IN
115278,EVT00115279,LOAD00057640,TRIP00057640,Pickup,FAC00001,2026-01-12 17:00:00.000000,2026-01-12 17:07:42.469166,164.0,True,Minneapolis,MN
115279,EVT00115280,LOAD00057640,TRIP00057640,Delivery,FAC00009,2026-01-13 13:43:42.469166,2026-01-13 15:48:50.938171,183.0,False,Atlanta,GA
115280,EVT00115281,LOAD00057641,TRIP00057641,Pickup,FAC00017,2026-01-12 12:00:00.000000,2026-01-12 15:06:15.376078,162.0,False,Seattle,WA
115281,EVT00115282,LOAD00057641,TRIP00057641,Delivery,FAC00001,2026-01-14 01:42:15.376078,2026-01-14 05:31:32.357189,218.0,False,Houston,TX
115282,EVT00115283,LOAD00057642,TRIP00057642,Pickup,FAC00015,2026-01-12 07:00:00.000000,2026-01-12 06:22:37.916094,4.0,True,Phoenix,AZ
115283,EVT00115284,LOAD00057642,TRIP00057642,Delivery,FAC00045,2026-01-13 04:16:37.916094,2026-01-13 09:59:12.474483,0.0,False,Kansas City,MO
115284,EVT00115285,LOAD00057643,TRIP00057643,Pickup,FAC00008,2026-01-12 14:00:00.000000,2026-01-12 17:39:44.393785,91.0,False,Miami,FL
115285,EVT00115286,LOAD00057643,TRIP00057643,Delivery,FAC00011,2026-01-13 15:27:44.393785,2026-01-13 21:02:43.518912,220.0,False,Dallas,TX
115286,EVT00115287,LOAD00057644,TRIP00057644,Pickup,FAC00003,2026-01-12 13:00:00.000000,2026-01-12 14:23:47.084629,19.0,True,Kansas City,MO
115287,EVT00115288,LOAD00057644,TRIP00057644,Delivery,FAC00019,2026-01-13 14:35:47.084629,2026-01-13 14:09:43.439732,38.0,True,Los Angeles,CA
115288,EVT00115289,LOAD00057645,TRIP00057645,Pickup,FAC00005,2026-01-12 11:00:00.000000,2026-01-12 14:51:03.517356,162.0,False,Kansas City,MO
115289,EVT00115290,LOAD00057645,TRIP00057645,Delivery,FAC00021,2026-01-14 00:57:03.517356,2026-01-14 02:29:34.137225,209.0,True,Portland,OR
115290,EVT00115291,LOAD00057646,TRIP00057646,Pickup,FAC00035,2026-01-12 07:00:00.000000,2026-01-12 05:35:39.192592,112.0,True,Portland,OR
115291,EVT00115292,LOAD00057646,TRIP00057646,Delivery,FAC00039,2026-01-12 08:47:39.192592,2026-01-12 09:47:14.921684,131.0,True,Seattle,WA
115292,EVT00115293,LOAD00057647,TRIP00057647,Pickup,FAC00024,2026-01-12 14:00:00.000000,2026-01-12 16:41:02.164117,119.0,False,Memphis,TN
115293,EVT00115294,LOAD00057647,TRIP00057647,Delivery,FAC00014,2026-01-13 23:17:02.164117,2026-01-14 03:35:37.327856,101.0,False,Los Angeles,CA
115294,EVT00115295,LOAD00057648,TRIP00057648,Pickup,FAC00036,2026-01-12 07:00:00.000000,2026-01-12 06:49:59.466901,174.0,True,Kansas City,MO
115295,EVT00115296,LOAD00057648,TRIP00057648,Delivery,FAC00014,2026-01-13 17:13:59.466901,2026-01-13 21:56:47.662393,183.0,False,Portland,OR
115296,EVT00115297,LOAD00057649,TRIP00057649,Pickup,FAC00043,2026-01-12 15:00:00.000000,2026-01-12 13:53:16.390774,126.0,True,Charlotte,NC
115297,EVT00115298,LOAD00057649,TRIP00057649,Delivery,FAC00042,2026-01-14 13:47:16.390774,2026-01-14 14:42:11.584775,88.0,True,Portland,OR
115298,EVT00115299,LOAD00057650,TRIP00057650,Pickup,FAC00007,2026-01-12 15:00:00.000000,2026-01-12 14:45:23.917255,0.0,True,Columbus,OH
115299,EVT00115300,LOAD00057650,TRIP00057650,Delivery,FAC00034,2026-01-12 23:27:23.917255,2026-01-12 22:32:31.465598,132.0,True,Philadelphia,PA
115300,EVT00115301,LOAD00057651,TRIP00057651,Pickup,FAC00015,2026-01-12 07:00:00.000000,2026-01-12 05:14:20.671597,174.0,True,Columbus,OH
115301,EVT00115302,LOAD00057651,TRIP00057651,Delivery,FAC00018,2026-01-12 17:14:20.671597,2026-01-12 21:34:56.181206,0.0,False,Kansas City,MO
115302,EVT00115303,LOAD00057652,TRIP00057652,Pickup,FAC00045,2026-01-12 17:00:00.000000,2026-01-12 20:34:49.138670,120.0,False,Atlanta,GA
115303,EVT00115304,LOAD00057652,TRIP00057652,Delivery,FAC00007,2026-01-13 10:22:49.138670,2026-01-13 13:15:36.385918,145.0,False,Miami,FL
115304,EVT00115305,LOAD00057653,TRIP00057653,Pickup,FAC00017,2026-01-12 13:00:00.000000,2026-01-12 14:09:58.794350,105.0,True,Chicago,IL
115305,EVT00115306,LOAD00057653,TRIP00057653,Delivery,FAC00045,2026-01-13 21:57:58.794350,2026-01-13 21:29:54.465423,81.0,True,Los Angeles,CA
115306,EVT00115307,LOAD00057654,TRIP00057654,Pickup,FAC00005,2026-01-12 14:00:00.000000,2026-01-12 17:33:03.961885,21.0,False,Las Vegas,NV
115307,EVT00115308,LOAD00057654,TRIP00057654,Delivery,FAC00031,2026-01-13 14:21:03.961885,2026-01-13 17:12:35.788771,129.0,False,Kansas City,MO
115308,EVT00115309,LOAD00057655,TRIP00057655,Pickup,FAC00041,2026-01-12 17:00:00.000000,2026-01-12 16:19:20.673366,131.0,True,Philadelphia,PA
115309,EVT00115310,LOAD00057655,TRIP00057655,Delivery,FAC00042,2026-01-12 17:49:20.673366,2026-01-12 21:53:22.378299,45.0,False,New York,NY
115310,EVT00115311,LOAD00057656,TRIP00057656,Pickup,FAC00044,2026-01-12 17:00:00.000000,2026-01-12 16:31:41.241249,27.0,True,Charlotte,NC
115311,EVT00115312,LOAD00057656,TRIP00057656,Delivery,FAC00006,2026-01-14 10:19:41.241249,2026-01-14 11:23:17.594758,75.0,True,Seattle,WA
115312,EVT00115313,LOAD00057657,TRIP00057657,Pickup,FAC00045,2026-01-12 15:00:00.000000,2026-01-12 16:05:04.809792,159.0,True,Seattle,WA
115313,EVT00115314,LOAD00057657,TRIP00057657,Delivery,FAC00050,2026-01-14 11:59:04.809792,2026-01-14 14:43:41.865143,151.0,False,Charlotte,NC
115314,EVT00115315,LOAD00057658,TRIP00057658,Pickup,FAC00033,2026-01-12 08:00:00.000000,2026-01-12 07:54:52.527749,57.0,True,Houston,TX
115315,EVT00115316,LOAD00057658,TRIP00057658,Delivery,FAC00039,2026-01-13 08:30:52.527749,2026-01-13 09:17:28.997754,151.0,True,Detroit,MI
115316,EVT00115317,LOAD00057659,TRIP00057659,Pickup,FAC00005,2026-01-12 07:00:00.000000,2026-01-12 08:05:43.154156,17.0,True,Dallas,TX
115317,EVT00115318,LOAD00057659,TRIP00057659,Delivery,FAC00003,2026-01-13 14:53:43.154156,2026-01-13 15:48:43.885369,119.0,True,New York,NY
115318,EVT00115319,LOAD00057660,TRIP00057660,Pickup,FAC00009,2026-01-12 07:00:00.000000,2026-01-12 06:55:38.942711,145.0,True,Columbus,OH
115319,EVT00115320,LOAD00057660,TRIP00057660,Delivery,FAC00034,2026-01-14 04:55:38.942711,2026-01-14 03:24:47.582978,145.0,True,Los Angeles,CA
115320,EVT00115321,LOAD00057661,TRIP00057661,Pickup,FAC00021,2026-01-12 09:00:00.000000,2026-01-12 07:07:22.348394,55.0,True,Philadelphia,PA
115321,EVT00115322,LOAD00057661,TRIP00057661,Delivery,FAC00029,2026-01-12 20:13:22.348394,2026-01-12 19:23:41.594114,143.0,True,Indianapolis,IN
115322,EVT00115323,LOAD00057662,TRIP00057662,Pickup,FAC00012,2026-01-12 12:00:00.000000,2026-01-12 15:37:27.173599,76.0,False,Miami,FL
115323,EVT00115324,LOAD00057662,TRIP00057662,Delivery,FAC00046,2026-01-13 13:37:27.173599,2026-01-13 17:21:16.510326,128.0,False,Philadelphia,PA
115324,EVT00115325,LOAD00057663,TRIP00057663,Pickup,FAC00032,2026-01-12 13:00:00.000000,2026-01-12 13:27:32.266545,0.0,True,Houston,TX
115325,EVT00115326,LOAD00057663,TRIP00057663,Delivery,FAC00027,2026-01-13 11:15:32.266545,2026-01-13 14:06:28.352229,0.0,False,Detroit,MI
115326,EVT00115327,LOAD00057664,TRIP00057664,Pickup,FAC00036,2026-01-12 08:00:00.000000,2026-01-12 06:10:19.566466,52.0,True,Seattle,WA
115327,EVT00115328,LOAD00057664,TRIP00057664,Delivery,FAC00017,2026-01-14 09:40:19.566466,2026-01-14 10:42:41.760180,77.0,True,Charlotte,NC
115328,EVT00115329,LOAD00057665,TRIP00057665,Pickup,FAC00027,2026-01-12 06:00:00.000000,2026-01-12 07:19:21.109988,106.0,True,Charlotte,NC
115329,EVT00115330,LOAD00057665,TRIP00057665,Delivery,FAC00021,2026-01-13 14:01:21.109988,2026-01-13 15:09:52.457577,0.0,True,Denver,CO
115330,EVT00115331,LOAD00057666,TRIP00057666,Pickup,FAC00050,2026-01-12 08:00:00.000000,2026-01-12 09:56:49.035431,105.0,True,Phoenix,AZ
115331,EVT00115332,LOAD00057666,TRIP00057666,Delivery,FAC00014,2026-01-12 23:20:49.035431,2026-01-13 01:50:55.254768,44.0,False,Denver,CO
115332,EVT00115333,LOAD00057667,TRIP00057667,Pickup,FAC00019,2026-01-12 15:00:00.000000,2026-01-12 17:09:32.769914,109.0,False,Houston,TX
115333,EVT00115334,LOAD00057667,TRIP00057667,Delivery,FAC00045,2026-01-13 01:45:32.769914,2026-01-13 01:19:40.919614,88.0,True,Memphis,TN
115334,EVT00115335,LOAD00057668,TRIP00057668,Pickup,FAC00015,2026-01-12 13:00:00.000000,2026-01-12 15:22:25.353923,59.0,False,Portland,OR
115335,EVT00115336,LOAD00057668,TRIP00057668,Delivery,FAC00002,2026-01-12 17:52:25.353923,2026-01-12 18:35:20.531428,0.0,True,Seattle,WA
115336,EVT00115337,LOAD00057669,TRIP00057669,Pickup,FAC00032,2026-01-12 14:00:00.000000,2026-01-12 15:18:12.317175,135.0,True,Dallas,TX
115337,EVT00115338,LOAD00057669,TRIP00057669,Delivery,FAC00027,2026-01-13 05:30:12.317175,2026-01-13 05:21:52.108405,144.0,True,Indianapolis,IN
115338,EVT00115339,LOAD00057670,TRIP00057670,Pickup,FAC00011,2026-01-12 08:00:00.000000,2026-01-12 07:46:13.219572,22.0,True,Charlotte,NC
115339,EVT00115340,LOAD00057670,TRIP00057670,Delivery,FAC00040,2026-01-13 10:46:13.219572,2026-01-13 16:45:25.235581,223.0,False,Denver,CO
115340,EVT00115341,LOAD00057671,TRIP00057671,Pickup,FAC00038,2026-01-12 10:00:00.000000,2026-01-12 13:29:49.806202,46.0,False,Minneapolis,MN
115341,EVT00115342,LOAD00057671,TRIP00057671,Delivery,FAC00025,2026-01-13 19:41:49.806202,2026-01-13 18:33:13.314058,192.0,True,Los Angeles,CA
115342,EVT00115343,LOAD00057672,TRIP00057672,Pickup,FAC00043,2026-01-12 09:00:00.000000,2026-01-12 10:15:53.643519,40.0,True,Las Vegas,NV
